Item ID,Sentiment,SentimentText,Category
905,6,@rpfsrtpj @rpfsrly @drmmadurai @RailMinIndia Thanks a lot for your prompt respons. Much appreciated.,Others
906,0,@RailMinIndia Sir pnr6153065592 my bogie toilets n washbasin blocked by few passengers n evn its dirty n no water in tap locatn BURHANPUR,Unhygienic
907,5,@RailMinIndia  It's good to see changes in railway..but I am really amazed why customers are  being charged for wait list cancelled ticket,management
908,4,@RailMinIndia Sir Eastern railway ki local ki halat kab sudhregi.Time pe to chorti nahi.agr 5 baje ki train ho toâ¦ https://t.co/MPs4taH5WV,Others
909,7,"@RailMinIndia @mohitbansal660 @RpfNwr Sir, kindly share your contact number with journey details and specify placeâ¦ https://t.co/JVJMorksgY",Others
910,3,@RailMinIndia sir do something for old vendors who gave their service for long time n now they were retired forcely n r on hand to mouth,management
911,0,@RailMinIndia @sureshpprabhu  12818 departed without water in A1 coach,Food
912,5,"@RailMinIndia pnr-8246872931,travelling tomorrow with wife n kid(1.5yrs).tickets confirmed but berth unallocated, can i get 1 lower birth?",management
913,5,"@RailMinIndia sir, can I board the Rajdhani express on wait listed tatkal ticket ?",management
914,6,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/SH1DzBApOg,Others
915,5,@RailMinIndia Did receive refund for failed and canceled tickets on 22nd May. Transaction ids are 100000514877723 and 100000514877729,management
916,4,@oggy_84 @drmmumbaicr @RailMinIndia B-2 is 18th coach from engine,Others
917,6,@RailMinIndia thanks for destination alert today in azad hind express at Badneravery very good,Others
918,0,@RailMinIndia  PNR 8535486976 dirty and used blanket and used bedroll given no one is responding very bad,Unhygienic
919,6,@sureshpprabhu @RailMinIndia  Cleanliness guidelines should be set for all passengers &amp; should be ascertained that they r strictly followed,Others
920,6,RT @KurokonekoKamen: ð±Highlander Hellcat ðQuirky Veterinarian ð©ââï¸ #Paranormal #Romance #Fantasy #free #Kindle #PNR #audiobook #Audibleâ¦ ,Others
921,1,@RailMinIndia @Central_Railway @SouthernRailUK @RailwayNorthern handbag has been stolen while travelling from delhi to warangal in train.,Others
922,0,"@RailMinIndia @sureshpprabhu No response from the staff, had asked AC to be reduced, its freezing cold in coach C6U of 11085, PNR:8403884907",management
923,4,"@sureshpprabhu @RailMinIndia  trains in the bbs-tig route are late by minimum 2 hrs for a long time,may we know why sir? #much_difficult",management
924,4,"@RailMinIndia sir t.02396 AC is not working, PC is not their, it is delayed by 1hr40mi plz do something or plz don't start any special train",management
925,5,@RailMinIndia reservations date on which we have to go is 26 June16.so plz reply as soon as possible...Thanks to railway.,Others
926,5,"@RailMinIndia @sureshpprabhu @GM_NRly: R you sure agents are not bkng tatkal tckts at 10AM.. 12424, 248 3AC + 80 2AC booked in jst 2-3mns",Others
927,0,"no water supply in basins for the hast 7 hours,contacted tt but all in vain pnr no 4512791357",Food
928,5,RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list iâ¦ https://t.co/hSQNKp84Nm,Others
929,5,@RailMinIndia why can't we make bookings on the app between 8AM to 12PM? I am a frequent traveller and will enable us to book Tatkal tkts,Others
930,7,@RailMinIndia @mistuni @IR_ENHM @IR_EDMECHG @crseecor17 Officials concerned communicated about the issue @srdmewat,Others
931,0,@RailMinIndia @sureshpprabhu  Unbareble smell in ES 1 couch of 16517.,Unhygienic
932,4,@RailMinIndia I missed my connecting train(12525) due to delay in first train(12318) on 8th june 2016. Irctc is refusing refunds. Pls help.,management
933,5,"having ticket conflict, contacted ticket collecter, but all I vain. Pnr 4512791357",management
934,4,@RailMinIndia why train no. 12183 is made unnecessarily delay,management
935,5,"@RailMinIndia From couple of months, Tatkal reservation is failing post online payment. This causes unrest &amp; trouble among passengers. (1/2)",Others
936,0,"@RailMinIndia PNR 2861119352. Pantry supplied pathetic food. Also, no water in toilet. And, this is the Rajdhani :( Unable to reach 138.",Unhygienic
937,7,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but couâ¦ ",Others
938,5,"@IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrival,is it rule?",management
939,6,@sureshpprabhu @RailMinIndia after longtime i am traveling in train.. vry neat and clean suprb service.thank u sir??????,management
940,3,@sureshpprabhu @RailMinIndia when i asked catering team y r u selling in higher prices they told extra money is given to higher officers,Food
941,4,@RailMinIndia see this drug addicated lady abusing my mom at plateform no 4 plz help https://t.co/ld33XhTYNm,management
942,3,@RailMinIndia @GMSWR 17318 Hubli express. Ordered thali in 2AC. Watery bhaji and watery dal. Thick Rotis and low quality rice. For Rs.110/-,Food
943,0,"@RailMinIndia sir there is no water in coach. Can you pls do the needful.    PNR:6553140020,",Food
944,3,@sureshpprabhu @RailMinIndia There has been no improvements on food quality over the time and it looks forced to buy that food,Food
945,4,"""@RailMinIndia I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh""",management
946,0,@sureshpprabhu @narendramodi @RailMinIndia Most dirt in Railways come groundnuts (moongfali) waste and food waste. Plz make railways clean,Food
947,3,@RailMinIndia @sureshpprabhu no food no water tckt charged filthy bt suvida is worst than a summer spl dis service is pethetic train 05514,Unhygienic
948,6,RT @MaheshLPatil4: @ACMBCT2 @savehitesh @drmbct @DVPravasi @RailMinIndia @WesternRly @PiyushGoyal @PMOIndia @narendramodi @srdombct Deâ¦ ,Others
949,4,"@RailMinIndia why before 8 am, most tickets of latest date of ticket booking i.e.8th Oct 2016 has been sold out?",management
950,0,@RailMinIndia @drmbsbner @IR_ENHM @drmhowrah @cleanmycoach I did massage to 58888 but Noone replied yet pls sir I wâ¦ https://t.co/VOmlWWbtum,Others
951,6,@RailMinIndia Enjoyed awesum Jurny frm MFP to ALJN  n paid 3800 fr 3AC instead of 1300..incredible Indian Railway n Prabhu g,Others
952,2,"@RailMinIndia @sureshpprabhu my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361 TN12138",Others
953,1,"@RailMinIndia PNR-4320339380, coach attendant misbehaving with passengers on asking for pillow for RAC passenger, snatched pillow from me.",Others
954,5,"@sureshpprabhu @railminindia Sir,Sent refund claim appl with TDR to Chief Comm Manager(Refunds),SERon 22Dec2014. No refund received yet.",Others
955,4,@RailMinIndia sir i travel train 04416 this train no water no clear no any suvidha or train strat on time ftom ndls now 2 hours late.,Food
956,0,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, First Mumbai showers have made havoc, as usual. Train stuck at Matunga. Made In India.",Others
957,5,@RailMinIndia @sureshpprabhu 2/2 I have an interview to attend on 13th June please help me sir please sir I can't afford any other mode plz,Others
958,4,@RailMinIndia @PiyushGoyal @PMOIndia 59441 runs late daily between surat to ankleshwar &amp; onwards. Request to do needful.Any doubt check NTES,management
959,6,@rpfsrtpj @drmmadurai @RailMinIndia @rpfsrly Thanks a lot for your prompt respons. Much appreciated.,Others
960,6,@RailMinIndia @sureshpprabhu  Cleanliness across all stations of from Coimbatore Tiruppur Erode Salem Jolarpet witnessed. Happy. But speed?,management
961,0,@sureshpprabhu @RailMinIndia whole coach B1 is suffering in train no. 18510 which just left Hyderabad. Please take some action immediately!,Others
962,6,@RailMinIndia @sureshpprabhu Escalator is bad idea: costly installation &amp; maintenance; potential danger of safety &amp; corruption!,Others
963,4,@Vaibhav70569723 @PiyushGoyalOffc @RailMinIndia Hold up at jaipur due to non acceptance from Agra division @SrDOM_Agra,Others
964,5,@RailMinIndia @sureshpprabhu @drmmumbaicr  Please help me to get PNR 8535189763 confirmed as traveling with old parents &amp; months old baby,Others
965,1,@sureshpprabhu @RailMinIndia Younger sister traveling alone frm NGP to VZM. No RPF security personnel on board. Train No 19453,Others
966,0,@RailMinIndia can give you few pics of washroom.Experience was completely spoiled after great experience in sampoorna kranti.,Others
967,0,@RailMinIndia PNR 6252057607 train no. 14649..S7 -47 coach doesn't  have lights.....coach overcrowded. ....plz do smething...Mo..8858623000,Others
968,3,@RailMinIndia Varanasi Bound Running shivganga exp 12560 Vendor are selling mineral water other than rail neer. Iceling and pawan brand sold,Food
969,4,@RailMinIndia Why trains are running late even from source station..... PNR 2419148498,management
970,7,"@RailMinIndia @NeharikaSadotra Mam, u r bag could not be traced despite best efforts. Thanks for calling us.",Others
971,1,@sureshpprabhu @RailMinIndia my father inlaw Mr.Debendra mohanty working in balasore railway station in booking dept has lost his promotion,management
972,3,@railminindia sir my ecatering order is not delivered in nasik road.i want to make complain https://t.co/LnXXWCzEUF,Food
973,3,"@sureshpprabhu @RailMinIndia -Train No 22461,B9Selling local water bottle in train Rs20/-.Print Rs15. RAILNEER NOT AVAILABLE.PLEASE LOOK.",Food
974,6,@RailMinIndia  @sureshpprabhu  can't we restrict unauthorized person to enter in reserved classes of train..,Others
975,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu. Goods still not despatâ¦ https://t.co/xf2DO1uwvo,management
976,6,@RailMinIndia @khushalvakharia Thatâs poor railways.poor very poor. âï¸âï¸âï¸âï¸,Others
977,1,@RailMinIndia  rt now I am in train no 12401 pnr no 6452482046. my wife's hand bag stolen. i lost my all medicine. we both are patient.,Others
978,5,"@RailMinIndia : Booked ticket for relative PNR:2417263354.Filed TDR as he didn't travel. Got rejection reason ""PASSENGER HAS TRAVELLED"".how?",management
979,3,"@RailMinIndia need water for drink,no water bottle available in train plz help...this passenger with her family     2601697248 S8 77",Food
980,5,@RailMinIndia Kindly conduct routine ticket checking passenger train between saharanpur to Delhi.via meerut..lost of people without ticket,management
981,1,"@RailMinIndia @sureshpprabhu Grp of ppl(with help of police) capture first part of general bogie of today's train 12554, can u do smthng",Others
982,0,@RailMinIndia Train cleaners onboard 11086 Goa-Mumbai double decker just emptied waste bags from running train near Vikhroli in Mumbai,Others
983,1,@RailMinIndia @sureshpprabhu  I have lost my baggage in train and rail police refuse to file FIR. The material inside bag worth 1.8 Lakhs!!!,Others
984,3,"@sureshpprabhu @RailMinIndia Just had dinner at 12302 B9 36 &amp; 37. Very poor quality of food,when asked for the menu I was told it's the same",Food
985,3,"@RailMinIndia railway vendor in sampark kranti selling sprite cold drink for RS 40 but it's mrp is RS 35,",Others
986,6,@RailMinIndia @TVC138 Thank for your reply,Others
987,7,"RT @DRMbhopal: @RailMinIndia @sanjaygupta2012 Train already departed Itarsi , Matter forwarded to concerned @BhusavalDivn",Others
988,6,RT @swabhimani1: We are thankful 2 on behalf of The People ofâ¦ ,Others
989,6,RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision andâ¦,Others
990,4,@sureshpprabhu ??train arrived DDN at 8:45am i.e 1hr late but NTES shows no delay.????#FalseInfo @RailMinIndia https://t.co/C1atSNd7EG,management
991,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/RDUd17zIix",Unhygienic
992,6,@sureshpprabhu @RailMinIndia aadhar will help Railway in many ways. During accidents and other incidents plus you have the perfect info of,Others
993,6,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for jâ¦,Violence
994,4,@RailMinIndia the western railways in Mumbai are delayed by 20min and is halting between stations for long intervals due to 20min rains??? ??,management
995,6,@RailMinIndia  sir trn me LED light kyu nai lgwaya aapne ??,Others
996,0,@RailMinIndia SirPnr 2763195241 B7 seat no 15 train no 22694. There is no one to listen for increasing AC temp. We are feeling cold.,management
997,4,"@AshwaniLohani sir,12303 ex_01 Dec. started 13 hr late further delayed by 20 hrs while reaching Ald. Req help to reâ¦ https://t.co/B0JBeZrk6m",management
998,1,@RailMinIndia pls advised me what to do my railway tikit stolen for tomorrow journey. How can i travel. I got them from window of jaipur sta,Others
999,0,"@RailMinIndia @sureshpprabhu Sir my train no. 12186 coach no. Is S2,6 is and my seat is near toilet and its very dirty and nasty.",Unhygienic
1000,6,@RailMinIndia kindly provide tea in kulhad instead of plastic glass,Others
1001,3,@RailMinIndia we r facing problems regarding water bottles carrying by vendors they r not carrying rail neer 12566 train no. 9316822578 cntc,Food
1002,0,"@RailMinIndia dear sir AC not working in B2 coach PNR:6552593480,TRAIN:13239,DOJ:09-06-16",Others
1003,5,@PiyushGoyalOffc @eastcoastrail @PiyushGoyal @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some peopleâ¦ https://t.co/5diN9Trtk0,Others
1004,5,@RailMinIndia  Sir der is a problm regrding cancllation for  ticket PNR- 2218747109 .I have mailed 2ur deprtmnt 1 hr b4 deprture of d train,management
1005,5,@sureshpprabhu @RailMinIndia @drmhowrah help about failed Transaction(Trans Id-100000528040706)after booking ticket https://t.co/mH2HvZzVOI,management
1006,6,RT @Parsikpravasi: @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusersâ¦ ,Others
1007,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals.,management
1008,1,"@RailMinIndia This Guy is missing on Tuesday Name-Avinash Singh,Age - 23Plz help to find out 7873737047 9938178192 https://t.co/PtJDOF0vSg",Others
1009,6,@RailMinIndia @sureshpprabhu tiger xpress looks amazing..thought prices are bit on higher side..https://t.co/VApia59DCN,Others
1010,3,@RailMinIndia Hpy 2 gv clniness review on trn bt stl wter btls being sold at 20 instead of 15. No railneer avlbl at Agra Mathura jn.,Others
1011,4,@sureshpprabhu @RailMinIndia @Bharatsingh_BJP evry mnth I remind abt a project inaugurated by suresh ji himself in Ballia. Home of late. PM,management
1012,5,@RailMinIndia train will arrive here in 1 hour please do something so that the ticket do not get alotted to another person please help,management
1013,5,@Railminindia sri @sureshpprabhu sir Tatkal reservation me dalali pratha kab band hoga sir?janta trast aur aap mast kyo sir?,Others
